"File","Line","Text"
"lib\l10n\app_localizations_zh.dart","1000","'登出帳號'"
"lib\l10n\app_localizations_zh.dart","1003","'你要登出了嗎?(´;ω;`)'"
"lib\l10n\app_localizations_zh.dart","1006","'我按錯了'"
"lib\l10n\app_localizations_zh.dart","1009","'確認'"
"lib\l10n\app_localizations_zh.dart","1012","'好的!那我等你回來♥(´∀` )'"
"lib\l10n\app_localizations_zh.dart","1015","'刪除帳號'"
"lib\l10n\app_localizations_zh.dart","1018","'你確定要刪掉這個帳號?இдஇ'"
"lib\l10n\app_localizations_zh.dart","1021","'這個操作無法復原，所有資料都會被永久刪除！'"
"lib\l10n\app_localizations_zh.dart","1024","'沒有,我沒有要刪掉'"
"lib\l10n\app_localizations_zh.dart","1027","'確定'"
"lib\l10n\app_localizations_zh.dart","1030","'帳號已成功刪除。'"
"lib\l10n\app_localizations_zh.dart","1033","'遊戲裡面的角色與場景皆為虛構,請勿帶入現實!如有雷同,純屬巧合'"
"lib\l10n\app_localizations_zh.dart","1037","'App 版本: $version'"
"lib\l10n\app_localizations_zh.dart","1041","'提示'"
"lib\l10n\app_localizations_zh.dart","1044","'請先編輯您的個人檔案以完善資料喔！'"
"lib\l10n\app_localizations_zh.dart","1047","'前往編輯'"
"lib\l10n\app_localizations_zh.dart","1050","'稍後'"
"lib\l10n\app_localizations_zh.dart","1054","'與 $friendName 聊天'"
"lib\l10n\app_localizations_zh.dart","1059","'與 $friendName 的聊天內容'"
"lib\l10n\app_localizations_zh.dart","1063","'輸入訊息...'"
"lib\models\comment_model.dart","51","'神秘玩家'"
"lib\models\moment_model.dart","56","'$senderNickname在妳的動態下留言：「$commentText」'"
"lib\models\moment_model.dart","57","'$senderNickname給$authorName留了話：「$commentText」'"
"lib\models\moment_model.dart","71","'動態有新回應！💬'"
"lib\models\moment_model.dart","71","'角色人氣爆發！🔥'"
"lib\models\moment_model.dart","79","""📫 留言通知信已寄出！收件人：$createdBy"""
"lib\models\moment_model.dart","81","""❌ 模型內寄信失敗: $e"""
"lib\page\admin_announcement_page.dart","60","""檢查新公告失敗: $e"""
"lib\page\admin_announcement_page.dart","144","'日本語'"
"lib\page\admin_announcement_page.dart","180","'補建拾光牆搜尋索引'"
"lib\page\admin_announcement_page.dart","182","'系統會掃描所有舊公開貼文，並補上搜尋關鍵字。'"
"lib\page\admin_announcement_page.dart","183","'處理期間請不要關閉後台頁面，也不要重複點擊。\n\n'"
"lib\page\admin_announcement_page.dart","184","'確定要開始嗎？'"
"lib\page\admin_announcement_page.dart","189","'取消'"
"lib\page\admin_announcement_page.dart","194","'開始補建'"
"lib\page\admin_announcement_page.dart","225","'✅ 拾光牆搜尋索引補建完成：'"
"lib\page\admin_announcement_page.dart","240","'補建完成'"
"lib\page\admin_announcement_page.dart","244","'掃描公開貼文：$scannedCount 篇\n'"
"lib\page\admin_announcement_page.dart","245","'更新搜尋索引：$updatedCount 篇\n'"
"lib\page\admin_announcement_page.dart","246","'完成批次：$batchCount 批'"
"lib\page\admin_announcement_page.dart","251","'知道了'"
"lib\page\admin_announcement_page.dart","257","'❌ 拾光牆搜尋索引補建失敗：${error.code}'"
"lib\page\admin_announcement_page.dart","266","'搜尋索引補建失敗'"
"lib\page\admin_announcement_page.dart","270","'❌ 拾光牆搜尋索引補建發生未知錯誤：$error'"
"lib\page\admin_announcement_page.dart","277","'搜尋索引補建失敗：$error'"
"lib\page\admin_announcement_page.dart","338","'⚠️ 角色 ${characterDoc.id} 沒有 createdBy，略過'"
"lib\page\admin_announcement_page.dart","358","'⚠️ 找不到創作者名稱：$creatorUid'"
"lib\page\admin_announcement_page.dart","376","'❌ 更新角色 ${characterDoc.id} 失敗：$e'"
"lib\page\admin_announcement_page.dart","387","'同步完成：更新 $updatedCount 個，略過 $skippedCount 個，失敗 $failedCount 個'"
"lib\page\admin_announcement_page.dart","392","'✅ 創作者名稱同步完成：'"
"lib\page\admin_announcement_page.dart","398","'❌ 同步創作者名稱失敗：$e'"
"lib\page\admin_announcement_page.dart","405","'同步失敗：$e'"
"lib\page\admin_announcement_page.dart","448","'✅ 公告與全服通知已發布！'"
"lib\page\admin_announcement_page.dart","459","'❌ 發布失敗: $e'"
"lib\page\admin_announcement_page.dart","491","'✅ Voice Bank 同步成功：$data'"
"lib\page\admin_announcement_page.dart","498","'Voice Bank 已同步 $count 筆聲音'"
"lib\page\admin_announcement_page.dart","503","'========== uploadVoiceBank 失敗 =========='"
"lib\page\admin_announcement_page.dart","516","'Voice Bank 同步失敗'"
"lib\page\admin_announcement_page.dart","521","'Voice Bank 同步未知錯誤：$e'"
"lib\page\admin_announcement_page.dart","531","'Voice Bank 同步失敗：$e'"
"lib\page\admin_announcement_page.dart","566","'回覆玩家檢舉/建議'"
"lib\page\admin_announcement_page.dart","573","'玩家內容：$originalContent'"
"lib\page\admin_announcement_page.dart","584","'回覆內容'"
"lib\page\admin_announcement_page.dart","585","'輸入回覆內容...'"
"lib\page\admin_announcement_page.dart","594","'補償花花點數（選填）'"
"lib\page\admin_announcement_page.dart","595","'不補償可留空，例如：5'"
"lib\page\admin_announcement_page.dart","604","'若此案件需要補償玩家，再填寫點數即可；留空則只寄送客服回覆。'"
"lib\page\admin_announcement_page.dart","635","'請先輸入回覆內容'"
"lib\page\admin_announcement_page.dart","656","'花花點數請輸入正整數'"
"lib\page\admin_announcement_page.dart","669","'單次客服補償最多 100 點花花'"
"lib\page\admin_announcement_page.dart","683","'確認回覆'"
"lib\page\admin_announcement_page.dart","704","'找不到玩家 UID，無法處理案件'"
"lib\page\admin_announcement_page.dart","755","'已補償 $flowerAmount 點花花至您的帳號。'"
"lib\page\admin_announcement_page.dart","763","'客服回覆 💌'"
"lib\page\admin_announcement_page.dart","805","'客服補償'"
"lib\page\admin_announcement_page.dart","807","'客服案件補償'"
"lib\page\admin_announcement_page.dart","833","'已處理並補償 $flowerAmount 點花花'"
"lib\page\admin_announcement_page.dart","833","'已處理並寄送回信！'"
"lib\page\admin_announcement_page.dart","840","'❌ 處理客服案件失敗：$e'"
"lib\page\admin_announcement_page.dart","851","'處理失敗，請稍後再試'"
"lib\page\admin_announcement_page.dart","885","'遊玩指南翻譯'"
"lib\page\admin_announcement_page.dart","896","'按一次即可將完整中文遊玩指南翻譯，'"
"lib\page\admin_announcement_page.dart","897","'並儲存到 Firestore，所有玩家共用。'"
"lib\page\admin_announcement_page.dart","907","'目標語言'"
"lib\page\admin_announcement_page.dart","952","'翻譯同步中...'"
"lib\page\admin_announcement_page.dart","952","'同步遊玩指南翻譯'"
"lib\page\admin_announcement_page.dart","990","'準備開始翻譯...'"
"lib\page\admin_announcement_page.dart","1011","'遊玩指南同步完成！'"
"lib\page\admin_announcement_page.dart","1017","'同步遊玩指南翻譯失敗：$error'"
"lib\page\admin_announcement_page.dart","1026","'同步失敗：$error'"
"lib\page\admin_announcement_page.dart","1032","'翻譯同步失敗：$error'"
"lib\page\admin_announcement_page.dart","1148","'❌ 讀取活動禮物失敗：'"
"lib\page\admin_announcement_page.dart","1156","'讀取活動禮物失敗'"
"lib\page\admin_announcement_page.dart","1161","'❌ 讀取活動禮物發生錯誤：$error'"
"lib\page\admin_announcement_page.dart","1172","'讀取活動禮物失敗'"
"lib\page\admin_announcement_page.dart","1198","'請輸入活動標題'"
"lib\page\admin_announcement_page.dart","1207","'請輸入寫給玩家的活動說明'"
"lib\page\admin_announcement_page.dart","1216","'花花數量請輸入 1～10000 的整數'"
"lib\page\admin_announcement_page.dart","1227","'結束時間必須晚於開始時間'"
"lib\page\admin_announcement_page.dart","1237","'發布活動禮物'"
"lib\page\admin_announcement_page.dart","1239","'活動：$title\n'"
"lib\page\admin_announcement_page.dart","1240","'獎勵：$rewardAmount 朵花花\n'"
"lib\page\admin_announcement_page.dart","1241","'開始：${_formatRewardDateTime(_rewardStartAt)}\n'"
"lib\page\admin_announcement_page.dart","1242","'結束：${_formatRewardDateTime(_rewardEndAt)}\n\n'"
"lib\page\admin_announcement_page.dart","1243","'發布後，符合資格的玩家開啟戀戀信箱即可看到這份禮物。'"
"lib\page\admin_announcement_page.dart","1252","'取消'"
"lib\page\admin_announcement_page.dart","1263","'確認發布'"
"lib\page\admin_announcement_page.dart","1308","'活動禮物已發布'"
"lib\page\admin_announcement_page.dart","1315","'❌ 發布活動禮物失敗：'"
"lib\page\admin_announcement_page.dart","1323","'發布活動禮物失敗'"
"lib\page\admin_announcement_page.dart","1328","'❌ 發布活動禮物發生錯誤：$error'"
"lib\page\admin_announcement_page.dart","1339","'發布活動禮物失敗'"
"lib\page\admin_announcement_page.dart","1356","'活動禮物'"
"lib\page\admin_announcement_page.dart","1364","'停止活動'"
"lib\page\admin_announcement_page.dart","1366","'確定要停止「$title」嗎？\n\n'"
"lib\page\admin_announcement_page.dart","1367","'停止後，尚未領取的玩家將無法再領取。'"
"lib\page\admin_announcement_page.dart","1376","'取消'"
"lib\page\admin_announcement_page.dart","1387","'停止活動'"
"lib\page\admin_announcement_page.dart","1410","'活動已停止'"
"lib\page\admin_announcement_page.dart","1420","'停止活動失敗'"
"lib\page\admin_announcement_page.dart","1428","'停止活動失敗：$error'"
"lib\page\admin_announcement_page.dart","1468","'發布活動禮物'"
"lib\page\admin_announcement_page.dart","1478","'玩家開啟戀戀信箱後，即可看到並領取活動花花。'"
"lib\page\admin_announcement_page.dart","1488","'活動標題'"
"lib\page\admin_announcement_page.dart","1489","'例如：夏日相遇禮物'"
"lib\page\admin_announcement_page.dart","1502","'寫給玩家的內容'"
"lib\page\admin_announcement_page.dart","1503","'例如：謝謝你陪伴戀戀拾光，送你一份小禮物。'"
"lib\page\admin_announcement_page.dart","1516","'花花數量'"
"lib\page\admin_announcement_page.dart","1517","'例如：20'"
"lib\page\admin_announcement_page.dart","1530","'發送對象'"
"lib\page\admin_announcement_page.dart","1539","'僅管理員測試'"
"lib\page\admin_announcement_page.dart","1543","'所有玩家'"
"lib\page\admin_announcement_page.dart","1560","'開始時間'"
"lib\page\admin_announcement_page.dart","1582","'結束時間'"
"lib\page\admin_announcement_page.dart","1616","'發布中…'"
"lib\page\admin_announcement_page.dart","1616","'發布活動禮物'"
"lib\page\admin_announcement_page.dart","1629","'已建立的活動'"
"lib\page\admin_announcement_page.dart","1637","'重新整理'"
"lib\page\admin_announcement_page.dart","1668","'目前還沒有活動禮物'"
"lib\page\admin_announcement_page.dart","1697","'已停止'"
"lib\page\admin_announcement_page.dart","1700","'尚未開始'"
"lib\page\admin_announcement_page.dart","1703","'已結束'"
"lib\page\admin_announcement_page.dart","1706","'進行中'"
"lib\page\admin_announcement_page.dart","1733","'活動禮物'"
"lib\page\admin_announcement_page.dart","1782","'$rewardAmount 朵花花'"
"lib\page\admin_announcement_page.dart","1793","'開始：${_formatRewardDateTime(startAt)}'"
"lib\page\admin_announcement_page.dart","1802","'結束：${_formatRewardDateTime(endAt)}'"
"lib\page\admin_announcement_page.dart","1824","'停止活動'"
"lib\page\admin_announcement_page.dart","2067","'⚠️ 後台暫時無法讀取 chat_sessions：${e.code} ${e.message}'"
"lib\page\admin_announcement_page.dart","2070","'⚠️ 後台讀取 chat_sessions 失敗：$e'"
"lib\page\admin_announcement_page.dart","2175","'⚠️ 後台讀取今日花花明細失敗：$e'"
"lib\page\admin_announcement_page.dart","2205","'昨天'"
"lib\page\admin_announcement_page.dart","2205","'今天'"
"lib\page\admin_announcement_page.dart","2286","'讀取營運總覽失敗：\n${snapshot.error}'"
"lib\page\admin_announcement_page.dart","2300","'營運總覽'"
"lib\page\admin_announcement_page.dart","2301","'今天的戀戀拾光，一眼掌握。部分進階分析會在埋點完成後自動升級。'"
"lib\page\admin_announcement_page.dart","2314","'總玩家數'"
"lib\page\admin_announcement_page.dart","2315","'今日新增玩家'"
"lib\page\admin_announcement_page.dart","2316","'今日活躍玩家'"
"lib\page\admin_announcement_page.dart","2316","'聊天室活動'"
"lib\page\admin_announcement_page.dart","2317","'目前公開角色'"
"lib\page\admin_announcement_page.dart","2318","'今日新增角色'"
"lib\page\admin_announcement_page.dart","2319","'待審角色'"
"lib\page\admin_announcement_page.dart","2320","'待處理客服'"
"lib\page\admin_announcement_page.dart","2321","'今日活躍聊天室'"
"lib\page\admin_announcement_page.dart","2322","'今日花花發放 / 消耗'"
"lib\page\admin_announcement_page.dart","2323","'有效月卡人數'"
"lib\page\admin_announcement_page.dart","2332","'最近 7 天玩家成長'"
"lib\page\admin_announcement_page.dart","2340","'最近 7 天聊天室活動'"
"lib\page\admin_announcement_page.dart","2358","'調整 $displayName 的花花'"
"lib\page\admin_announcement_page.dart","2363","'調整數量'"
"lib\page\admin_announcement_page.dart","2364","'例如 20；扣除請輸入 -20'"
"lib\page\admin_announcement_page.dart","2368","'取消'"
"lib\page\admin_announcement_page.dart","2375","'確認調整'"
"lib\page\admin_announcement_page.dart","2390","'管理後台補發'"
"lib\page\admin_announcement_page.dart","2390","'管理後台扣除'"
"lib\page\admin_announcement_page.dart","2401","'已補發 $result 點花花'"
"lib\page\admin_announcement_page.dart","2401","'已扣除 ${result.abs()} 點花花'"
"lib\page\admin_announcement_page.dart","2415","'解除停權'"
"lib\page\admin_announcement_page.dart","2415","'停權 $displayName'"
"lib\page\admin_announcement_page.dart","2417","'解除後，請確認玩家端已接入 suspended 欄位判斷。'"
"lib\page\admin_announcement_page.dart","2422","'停權原因'"
"lib\page\admin_announcement_page.dart","2425","'取消'"
"lib\page\admin_announcement_page.dart","2428","'解除'"
"lib\page\admin_announcement_page.dart","2428","'確認停權'"
"lib\page\admin_announcement_page.dart","2466","'玩家管理'"
"lib\page\admin_announcement_page.dart","2467","'以 UID、玩家 ID 或暱稱搜尋。可寄信、調整花花與查看帳號狀態。'"
"lib\page\admin_announcement_page.dart","2475","'搜尋 UID / 玩家 ID / 暱稱'"
"lib\page\admin_announcement_page.dart","2488","'讀取玩家失敗：${snapshot.error}'"
"lib\page\admin_announcement_page.dart","2504","'找不到符合的玩家'"
"lib\page\admin_announcement_page.dart","2534","'未設定暱稱'"
"lib\page\admin_announcement_page.dart","2543","'花花餘額'"
"lib\page\admin_announcement_page.dart","2544","'月卡狀態'"
"lib\page\admin_announcement_page.dart","2544","'有效'"
"lib\page\admin_announcement_page.dart","2544","'未啟用 / 已到期'"
"lib\page\admin_announcement_page.dart","2545","'註冊時間'"
"lib\page\admin_announcement_page.dart","2545","'未記錄'"
"lib\page\admin_announcement_page.dart","2546","'帳號狀態'"
"lib\page\admin_announcement_page.dart","2546","'已停權'"
"lib\page\admin_announcement_page.dart","2546","'正常'"
"lib\page\admin_announcement_page.dart","2555","'寄信'"
"lib\page\admin_announcement_page.dart","2558","'玩家'"
"lib\page\admin_announcement_page.dart","2560","'調整花花'"
"lib\page\admin_announcement_page.dart","2568","'玩家'"
"lib\page\admin_announcement_page.dart","2572","'解除停權'"
"lib\page\admin_announcement_page.dart","2572","'停權標記'"
"lib\page\admin_announcement_page.dart","2578","'註：停權 / 禁言真正生效仍需玩家端登入、聊天、發文流程讀取對應欄位。此頁已先建立管理資料與操作紀錄。'"
"lib\page\admin_announcement_page.dart","2638","'封鎖角色：$blockedName'"
"lib\page\admin_announcement_page.dart","2639","'未提供文字內容'"
"lib\page\admin_announcement_page.dart","2648","'未知玩家'"
"lib\page\admin_announcement_page.dart","2654","'未設定暱稱'"
"lib\page\admin_announcement_page.dart","2658","'未設定暱稱'"
"lib\page\admin_announcement_page.dart","2669","'刪除客服案件'"
"lib\page\admin_announcement_page.dart","2670","'確定刪除此未處理案件嗎？\n\n$preview\n\n刪除後不會寄信給玩家。'"
"lib\page\admin_announcement_page.dart","2672","'取消'"
"lib\page\admin_announcement_page.dart","2676","'刪除'"
"lib\page\admin_announcement_page.dart","2698","'待處理'"
"lib\page\admin_announcement_page.dart","2699","'處理中'"
"lib\page\admin_announcement_page.dart","2700","'已完成'"
"lib\page\admin_announcement_page.dart","2701","'已駁回'"
"lib\page\admin_announcement_page.dart","2707","'客服案件中心'"
"lib\page\admin_announcement_page.dart","2708","'同一位玩家的客服與檢舉會收在同一張卡片裡。每一件仍可獨立回覆、駁回或刪除。'"
"lib\page\admin_announcement_page.dart","2738","'搜尋 UID / 案件編號 / 客服內容'"
"lib\page\admin_announcement_page.dart","2751","'讀取客服案件失敗：${snapshot.error}'"
"lib\page\admin_announcement_page.dart","2778","'目前沒有「${statusOptions[_supportStatus]}」案件'"
"lib\page\admin_announcement_page.dart","2797","'未知玩家'"
"lib\page\admin_announcement_page.dart","2797","'讀取玩家中…'"
"lib\page\admin_announcement_page.dart","2801","'${cases.length} 件案件'"
"lib\page\admin_announcement_page.dart","2801","'UID：$uid · ${cases.length} 件'"
"lib\page\admin_announcement_page.dart","2809","'${cases.length} 件'"
"lib\page\admin_announcement_page.dart","2843","'客服案件'"
"lib\page\admin_announcement_page.dart","2843","'案件 $caseNo'"
"lib\page\admin_announcement_page.dart","2861","'含附件圖片'"
"lib\page\admin_announcement_page.dart","2866","'已回覆：${data['"
"lib\page\admin_announcement_page.dart","2885","'回覆'"
"lib\page\admin_announcement_page.dart","2891","'處理中'"
"lib\page\admin_announcement_page.dart","2897","'駁回'"
"lib\page\admin_announcement_page.dart","2904","'刪除'"
"lib\page\admin_announcement_page.dart","2929","'內容審核中心'"
"lib\page\admin_announcement_page.dart","2930","'角色審核沿用既有完整功能；拾光牆、留言、個人檔案與創作者先統一收入口，後續可再接自動審核與違規紀錄。'"
"lib\page\admin_announcement_page.dart","2936","'角色'"
"lib\page\admin_announcement_page.dart","2937","'拾光牆'"
"lib\page\admin_announcement_page.dart","2938","'留言'"
"lib\page\admin_announcement_page.dart","2939","'個人檔案'"
"lib\page\admin_announcement_page.dart","2940","'創作者'"
"lib\page\admin_announcement_page.dart","2947","'拾光牆貼文'"
"lib\page\admin_announcement_page.dart","2948","'留言'"
"lib\page\admin_announcement_page.dart","2949","'玩家個人檔案'"
"lib\page\admin_announcement_page.dart","2950","'創作者'"
"lib\page\admin_announcement_page.dart","2966","'讀取$title檢舉失敗'"
"lib\page\admin_announcement_page.dart","2973","'目前沒有$title相關案件'"
"lib\page\admin_announcement_page.dart","2985","'狀態：${_reportStatusOf(data)} · UID：${_reportOwnerId(data)}'"
"lib\page\admin_announcement_page.dart","3002","'活動與獎勵'"
"lib\page\admin_announcement_page.dart","3003","'公告、單一玩家信件與活動花花集中管理。兌換碼與分眾活動已預留位置。'"
"lib\page\admin_announcement_page.dart","3008","'公告與信件'"
"lib\page\admin_announcement_page.dart","3009","'活動禮物'"
"lib\page\admin_announcement_page.dart","3010","'兌換碼 / 分眾'"
"lib\page\admin_announcement_page.dart","3039","'分眾活動條件'"
"lib\page\admin_announcement_page.dart","3045","'所有玩家'"
"lib\page\admin_announcement_page.dart","3046","'指定玩家'"
"lib\page\admin_announcement_page.dart","3047","'新玩家'"
"lib\page\admin_announcement_page.dart","3048","'回流玩家'"
"lib\page\admin_announcement_page.dart","3049","'月卡玩家'"
"lib\page\admin_announcement_page.dart","3054","'目前活動禮物已支援「管理員測試 / 所有玩家」。其他分眾條件與兌換碼需要 Cloud Functions 增加 eligibility / redeem 邏輯後才能安全啟用。'"
"lib\page\admin_announcement_page.dart","3060","'基礎活動系統已完成，分眾與兌換碼待後端接入。'"
"lib\page\admin_announcement_page.dart","3093","'數據分析'"
"lib\page\admin_announcement_page.dart","3094","'先使用現有聊天室與會員資料計算可確認的數字；留存與轉換率不會用猜的，等事件埋點後再啟用。'"
"lib\page\admin_announcement_page.dart","3107","'DAU（聊天室活動）'"
"lib\page\admin_announcement_page.dart","3108","'近 7 天活躍聊天室'"
"lib\page\admin_announcement_page.dart","3109","'今日平均活躍聊天室 / 人'"
"lib\page\admin_announcement_page.dart","3110","'日常模式占比'"
"lib\page\admin_announcement_page.dart","3111","'劇情模式占比'"
"lib\page\admin_announcement_page.dart","3112","'沉浸模式占比'"
"lib\page\admin_announcement_page.dart","3113","'D1 / D7 / D30 留存'"
"lib\page\admin_announcement_page.dart","3113","'待埋點'"
"lib\page\admin_announcement_page.dart","3114","'推薦 → 開聊轉換'"
"lib\page\admin_announcement_page.dart","3114","'待埋點'"
"lib\page\admin_announcement_page.dart","3115","'收入 / 付費玩家 / ARPPU'"
"lib\page\admin_announcement_page.dart","3115","'待金流彙總'"
"lib\page\admin_announcement_page.dart","3126","'為避免後台顯示錯誤數據，目前沒有足夠事件紀錄的項目會明確標示「待埋點」。下一步可在聊天、推薦曝光、點擊、付費與登入流程寫入 analytics_daily / analytics_events，再讓這些卡片自動變成真實數據。'"
"lib\page\admin_announcement_page.dart","3145","'系統健康'"
"lib\page\admin_announcement_page.dart","3146","'系統工具已集中在這裡；AI 成功率、錯誤率與成本需由後端寫入日誌後才能可靠顯示。'"
"lib\page\admin_announcement_page.dart","3151","'健康狀態'"
"lib\page\admin_announcement_page.dart","3152","'系統工具'"
"lib\page\admin_announcement_page.dart","3175","'監測資料尚未完整接入'"
"lib\page\admin_announcement_page.dart","3180","'Gemini 成功率、DeepSeek 成功率、content filter、AI request failure、Functions 錯誤、平均回覆時間、API 用量與預估成本，需要 Cloud Functions / AI gateway 寫入 ai_usage_daily 後才能計算。'"
"lib\page\admin_announcement_page.dart","3196","'Gemini 成功率'"
"lib\page\admin_announcement_page.dart","3196","'待接入'"
"lib\page\admin_announcement_page.dart","3197","'DeepSeek 成功率'"
"lib\page\admin_announcement_page.dart","3197","'待接入'"
"lib\page\admin_announcement_page.dart","3198","'待接入'"
"lib\page\admin_announcement_page.dart","3199","'待接入'"
"lib\page\admin_announcement_page.dart","3200","'Functions 錯誤'"
"lib\page\admin_announcement_page.dart","3200","'待接入'"
"lib\page\admin_announcement_page.dart","3201","'平均回覆時間'"
"lib\page\admin_announcement_page.dart","3201","'待接入'"
"lib\page\admin_announcement_page.dart","3202","'今日 API 用量'"
"lib\page\admin_announcement_page.dart","3202","'待接入'"
"lib\page\admin_announcement_page.dart","3203","'今日預估 AI 成本'"
"lib\page\admin_announcement_page.dart","3203","'待接入'"
"lib\page\admin_announcement_page.dart","3234","'拾光管理'"
"lib\page\admin_announcement_page.dart","3272","'總覽'"
"lib\page\admin_announcement_page.dart","3273","'玩家'"
"lib\page\admin_announcement_page.dart","3274","'客服'"
"lib\page\admin_announcement_page.dart","3275","'內容'"
"lib\page\admin_announcement_page.dart","3276","'營運'"
"lib\page\admin_announcement_page.dart","3277","'分析'"
"lib\page\admin_announcement_page.dart","3278","'系統'"
"lib\page\admin_announcement_page.dart","3308","'公告標題'"
"lib\page\admin_announcement_page.dart","3314","'內容 (支援換行)'"
"lib\page\admin_announcement_page.dart","3318","'同時傳送小鈴鐺通知'"
"lib\page\admin_announcement_page.dart","3335","'發布公告並推播'"
"lib\page\admin_announcement_page.dart","3347","'寄送玩家信件'"
"lib\page\admin_announcement_page.dart","3348","'選擇單一玩家，自訂標題與信件內容'"
"lib\page\admin_announcement_page.dart","3370","'公開角色'"
"lib\page\admin_announcement_page.dart","3374","'私人角色'"
"lib\page\admin_announcement_page.dart","3378","'審核中'"
"lib\page\admin_announcement_page.dart","3382","'違規角色'"
"lib\page\admin_announcement_page.dart","3395","'違規角色'"
"lib\page\admin_announcement_page.dart","3396","'管理已下架或標記違規的角色'"
"lib\page\admin_announcement_page.dart","3423","'讀取待審角色失敗：\n${snapshot.error}'"
"lib\page\admin_announcement_page.dart","3444","'目前沒有待審角色'"
"lib\page\admin_announcement_page.dart","3445","'玩家送出角色審核後會顯示在這裡'"
"lib\page\admin_announcement_page.dart","3459","'未命名角色'"
"lib\page\admin_announcement_page.dart","3464","'未知創作者'"
"lib\page\admin_announcement_page.dart","3475","'送審時間未知'"
"lib\page\admin_announcement_page.dart","3544","'待審'"
"lib\page\admin_announcement_page.dart","3574","'創作者：$creatorName'"
"lib\page\admin_announcement_page.dart","3628","'審核角色'"
"lib\page\admin_announcement_page.dart","3668","'審核通過'"
"lib\page\admin_announcement_page.dart","3679","'退回修改'"
"lib\page\admin_announcement_page.dart","3691","'判定違規'"
"lib\page\admin_announcement_page.dart","3724","'讀取公開角色失敗：\n${snapshot.error}'"
"lib\page\admin_announcement_page.dart","3743","'目前沒有公開角色'"
"lib\page\admin_announcement_page.dart","3744","'公開角色上架後會顯示在這裡'"
"lib\page\admin_announcement_page.dart","3757","'未命名角色'"
"lib\page\admin_announcement_page.dart","3760","'未知創作者'"
"lib\page\admin_announcement_page.dart","3803","'創作者：$creatorName'"
"lib\page\admin_announcement_page.dart","3846","'角色管理'"
"lib\page\admin_announcement_page.dart","3852","'角色「$name」內容調整通知'"
"lib\page\admin_announcement_page.dart","3854","'你好，我們在查看角色「$name」時，發現部分內容可能需要調整。\n\n請在此說明需要調整的內容。'"
"lib\page\admin_announcement_page.dart","3886","'寄送玩家信件'"
"lib\page\admin_announcement_page.dart","3894","'轉為私人'"
"lib\page\admin_announcement_page.dart","3906","'標記違規'"
"lib\page\admin_announcement_page.dart","3934","'找不到角色創作者 UID，無法通過審核'"
"lib\page\admin_announcement_page.dart","3944","'審核通過'"
"lib\page\admin_announcement_page.dart","3946","'確定要讓「$characterName」通過審核並公開嗎？\n\n'"
"lib\page\admin_announcement_page.dart","3947","'通過後，角色會從「審核中」移至「公開角色」。'"
"lib\page\admin_announcement_page.dart","3957","'取消'"
"lib\page\admin_announcement_page.dart","3966","'確認通過'"
"lib\page\admin_announcement_page.dart","4039","'「$characterName」已通過審核並公開'"
"lib\page\admin_announcement_page.dart","4044","'❌ 審核角色通過失敗：$e'"
"lib\page\admin_announcement_page.dart","4055","'審核通過失敗：$e'"
"lib\page\admin_announcement_page.dart","4070","'找不到角色創作者 UID，無法退回修改'"
"lib\page\admin_announcement_page.dart","4082","'退回修改'"
"lib\page\admin_announcement_page.dart","4087","'確定要將「$characterName」退回給創作者修改嗎？'"
"lib\page\admin_announcement_page.dart","4094","'退回原因'"
"lib\page\admin_announcement_page.dart","4095","'例如：角色描述需要補充、圖片不符合規範、設定內容需調整'"
"lib\page\admin_announcement_page.dart","4106","'取消'"
"lib\page\admin_announcement_page.dart","4115","'請先填寫退回原因'"
"lib\page\admin_announcement_page.dart","4126","'確認退回'"
"lib\page\admin_announcement_page.dart","4198","'已將「$characterName」退回修改'"
"lib\page\admin_announcement_page.dart","4203","'❌ 退回角色修改失敗：$e'"
"lib\page\admin_announcement_page.dart","4214","'退回修改失敗：$e'"
"lib\page\admin_announcement_page.dart","4232","'判定違規'"
"lib\page\admin_announcement_page.dart","4237","'確定要將「$characterName」判定為違規並封存嗎？'"
"lib\page\admin_announcement_page.dart","4244","'違規原因'"
"lib\page\admin_announcement_page.dart","4245","'例如：侵權、未成年內容、違反創作者規範'"
"lib\page\admin_announcement_page.dart","4256","'取消'"
"lib\page\admin_announcement_page.dart","4268","'請先填寫違規原因'"
"lib\page\admin_announcement_page.dart","4279","'確認判定違規'"
"lib\page\admin_announcement_page.dart","4343","'已將「$characterName」判定為違規並封存'"
"lib\page\admin_announcement_page.dart","4348","'❌ 待審角色判定違規失敗：$e'"
"lib\page\admin_announcement_page.dart","4359","'判定違規失敗：$e'"
"lib\page\admin_announcement_page.dart","4376","'讀取私人角色失敗：\n${snapshot.error}'"
"lib\page\admin_announcement_page.dart","4426","'目前沒有私人角色'"
"lib\page\admin_announcement_page.dart","4427","'創作者的私人角色會顯示在這裡'"
"lib\page\admin_announcement_page.dart","4442","'未命名角色'"
"lib\page\admin_announcement_page.dart","4448","'未知創作者'"
"lib\page\admin_announcement_page.dart","4520","'私人'"
"lib\page\admin_announcement_page.dart","4532","'創作者：$creatorName'"
"lib\page\admin_announcement_page.dart","4575","'角色管理'"
"lib\page\admin_announcement_page.dart","4606","'恢復公開'"
"lib\page\admin_announcement_page.dart","4618","'標記違規'"
